gene_id,gene_mapping_id,gene_product,go_terms
7041,4504,O43294,GO:0003713!GO:0005515!GO:0007155!GO:0008285!GO:0010718!GO:0030511!GO:0030512!GO:0030579!GO:0045893!GO:0048495!GO:0050681!GO:0070411
7042,4505,P61812,GO:0000902!GO:0001540!GO:0001654!GO:0001666!GO:0001837!GO:0001942!GO:0002576!GO:0003007!GO:0005102!GO:0005114!GO:0005160!GO:0005515!GO:0005576!GO:0005615!GO:0006468!GO:0007050!GO:0007179!GO:0007435!GO:0007507!GO:0008219!GO:0008284!GO:0008285!GO:0008347!GO:0009611!GO:0009792!GO:0010002!GO:0010629!GO:0010634!GO:0010693!GO:0010718!GO:0010936!GO:0014068!GO:0016477!GO:0016525!GO:0030199!GO:0030307!GO:0030308!GO:0031093!GO:0032147!GO:0032570!GO:0032874!GO:0032909!GO:0033630!GO:0034714!GO:0042493!GO:0042704!GO:0042803!GO:0043525!GO:0045216!GO:0045726!GO:0045747!GO:0045778!GO:0045823!GO:0048566!GO:0048699!GO:0050680!GO:0050714!GO:0051794!GO:0051795!GO:0051891!GO:0060038!GO:0060317!GO:0060389!GO:0060395!GO:0062023!GO:0097191!GO:1902895!GO:1903659
7043,4506,P10600,GO:0001666!GO:0002576!GO:0005114!GO:0005515!GO:0005576!GO:0005886!GO:0007179!GO:0007435!GO:0008284!GO:0008285!GO:0010718!GO:0010936!GO:0030501!GO:0031093!GO:0032570!GO:0032967!GO:0034713!GO:0034714!GO:0042704!GO:0042802!GO:0043231!GO:0043932!GO:0045216!GO:0045893!GO:0050431!GO:0050714!GO:0051496!GO:0060325!GO:0062023!GO:0070483!GO:1904706!GO:1905075
7044,4507,O00292,GO:0002576!GO:0005576!GO:0007179!GO:0007275!GO:0031093
7045,4508,Q15582,GO:0001525!GO:0005178!GO:0005515!GO:0005518!GO:0005576!GO:0005615!GO:0005802!GO:0005886!GO:0007162!GO:0007601!GO:0008283!GO:0042802!GO:0044267
7046,4509,P36897,GO:0000186!GO:0001837!GO:0004672!GO:0004674!GO:0005024!GO:0005025!GO:0005114!GO:0005515!GO:0005524!GO:0005634!GO:0005768!GO:0005886!GO:0005923!GO:0006355!GO:0006468!GO:0007050!GO:0007165!GO:0007179!GO:0008284!GO:0009986!GO:0010628!GO:0010862!GO:0016579!GO:0018105!GO:0018107!GO:0019838!GO:0030307!GO:0030335!GO:0030512!GO:0031396!GO:0042060!GO:0043062!GO:0043235!GO:0045121!GO:0045893!GO:0046332!GO:0048762!GO:0048870!GO:0050431!GO:0051272!GO:0051897!GO:0060389!GO:0060391!GO:0070411!GO:0070723!GO:0071560!GO:2001235!GO:2001237
7047,4510,P49221,GO:0005737!GO:0005794!GO:0062023
7048,4511,P37173,GO:0001568!GO:0004675!GO:0005024!GO:0005515!GO:0005539!GO:0005829!GO:0005886!GO:0005901!GO:0006468!GO:0006915!GO:0007179!GO:0008284!GO:0009897!GO:0010718!GO:0016021!GO:0018105!GO:0018107!GO:0030512!GO:0034713!GO:0034714!GO:0042493!GO:0043235!GO:0045121!GO:0046332!GO:0050431!GO:0060389!GO:0070723!GO:2000379!GO:2000563
7049,4512,Q03167,GO:0001837!GO:0005024!GO:0005114!GO:0005515!GO:0005539!GO:0005615!GO:0006955!GO:0007179!GO:0009897!GO:0015026!GO:0030509!GO:0032354!GO:0034673!GO:0034695!GO:0034699!GO:0035556!GO:0043235!GO:0046332!GO:0050431!GO:0051271!GO:0060317!GO:0060389!GO:0070123
7050,4513,Q15583,GO:0000122!GO:0000978!GO:0001227!GO:0003700!GO:0005515!GO:0005654!GO:1990837
7051,4514,P22735,GO:0001533!GO:0003810!GO:0005515!GO:0005829!GO:0005886!GO:0010838!GO:0016020!GO:0018149!GO:0030216!GO:0031224!GO:0042802!GO:0043163!GO:0045787!GO:0070268
7052,4515,P21980,GO:0003810!GO:0005515!GO:0005739!GO:0005829!GO:0005886!GO:0018149!GO:0031226!GO:0032471!GO:0043065!GO:0043277!GO:0051561
7053,4516,Q08188,GO:0003810!GO:0003824!GO:0005198!GO:0005509!GO:0005737!GO:0016746!GO:0018149!GO:0030216!GO:0031069!GO:0031234!GO:0032991!GO:0043163
7054,4517,P07101,GO:0001666!GO:0004511!GO:0005515!GO:0005737!GO:0005790!GO:0005829!GO:0009653!GO:0009898!GO:0019899!GO:0031410!GO:0033162!GO:0042416!GO:0042418!GO:0042421!GO:0042423!GO:0042802!GO:0043005!GO:0043473!GO:0045471
7056,4518,P07204,GO:0005509!GO:0005515!GO:0005886!GO:0005887!GO:0007596!GO:0009986!GO:0010544!GO:0030195!GO:0038023!GO:0050900!GO:0051918
7057,4519,P07996,GO:0000187!GO:0001786!GO:0001937!GO:0001953!GO:0001968!GO:0002040!GO:0002544!GO:0002576!GO:0002581!GO:0002605!GO:0005178!GO:0005515!GO:0005576!GO:0005577!GO:0005615!GO:0005788!GO:0006954!GO:0006955!GO:0007050!GO:0008201!GO:0008284!GO:0009749!GO:0009897!GO:0009986!GO:0010595!GO:0010596!GO:0010748!GO:0010751!GO:0010754!GO:0010757!GO:0010763!GO:0016477!GO:0016525!GO:0017134!GO:0018149!GO:0030141!GO:0030169!GO:0030194!GO:0030198!GO:0030335!GO:0030511!GO:0031012!GO:0031091!GO:0031093!GO:0032026!GO:0032570!GO:0032695!GO:0032760!GO:0040037!GO:0042327!GO:0042493!GO:0043032!GO:0043066!GO:0043154!GO:0043236!GO:0043394!GO:0043536!GO:0043537!GO:0043652!GO:0045652!GO:0045727!GO:0045766!GO:0048661!GO:0050431!GO:0050921!GO:0051592!GO:0051895!GO:0051897!GO:0051918!GO:0062023!GO:0070051!GO:0070052!GO:0090051!GO:1902043!GO:1903588!GO:1903671!GO:2000353!GO:2000379!GO:2001027!GO:2001237
7058,4520,P35442,GO:0005515!GO:0005576!GO:0008201!GO:0016525!GO:0031091
7059,4521,P49746,GO:0005515!GO:0005576!GO:0008201!GO:0048471
7062,4522,Q07283,GO:0001533!GO:0005509!GO:0005829!GO:0070268
7064,4523,P52888,GO:0000209!GO:0004222!GO:0005515!GO:0005829
7066,4524,P40225,GO:0007275!GO:0008083!GO:0008283!GO:0008284!GO:0035855!GO:0038163!GO:0043410!GO:0051897!GO:0097696!GO:1902035
7067,4525,P10827,GO:0000976!GO:0003700!GO:0004879!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0006357!GO:0006366!GO:0006367!GO:0008134!GO:0009755!GO:0017025!GO:0017055!GO:0019904!GO:0045892!GO:0070324!GO:2000143
7068,4526,P10828,GO:0001225!GO:0003677!GO:0004879!GO:0005515!GO:0005634!GO:0005654!GO:0006351!GO:0006367!GO:0016604!GO:0019899!GO:0070324!GO:0097067!GO:1990837
7069,4527,Q92748,GO:0005515!GO:0005654!GO:0005829!GO:0006629!GO:0006853!GO:0042802
7070,4528,P04216,GO:0001952!GO:0002693!GO:0005178!GO:0005515!GO:0005576!GO:0005783!GO:0005886!GO:0005887!GO:0007229!GO:0009986!GO:0016324!GO:0034116!GO:0051894
7071,4529,Q13118,GO:0000122!GO:0000978!GO:0001228!GO:0003700!GO:0005515!GO:0005634!GO:0007267!GO:0008285!GO:0045944!GO:1990837
7072,4530,P31483,GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005829!GO:0006915!GO:0008143!GO:0008543!GO:0010494!GO:0048024!GO:0097165!GO:1903608
7073,4531,Q01085,GO:0003723!GO:0005515!GO:0005654!GO:0005764!GO:0006357!GO:0006915!GO:0006952!GO:0008543
7074,4532,Q13009,GO:0005085!GO:0005089!GO:0005515!GO:0005829!GO:0005886!GO:0005911!GO:0007160!GO:0007186!GO:0008284!GO:0010717!GO:0016477!GO:0016601!GO:0019900!GO:0030335!GO:0030676!GO:0031234!GO:0032092!GO:0034622!GO:0043065!GO:0044291!GO:0048013!GO:0051056!GO:0090630
7075,4533,P35590,GO:0004714!GO:0005515!GO:0005887!GO:0007165!GO:0007498
7076,4534,P01033,GO:0002576!GO:0005125!GO:0005515!GO:0005576!GO:0005615!GO:0005788!GO:0008191!GO:0008270!GO:0008284!GO:0010951!GO:0019221!GO:0022617!GO:0030414!GO:0031093!GO:0043086!GO:0043687!GO:0044267!GO:0051045!GO:0071492!GO:1901164!GO:1905049!GO:2001044
7077,4535,P16035,GO:0002020!GO:0005515!GO:0005576!GO:0008191!GO:0008270!GO:0022617!GO:0030414!GO:0035580!GO:0043312!GO:1904724!GO:1904813!GO:1905049
7078,4536,P35625,GO:0002576!GO:0005515!GO:0005576!GO:0008191!GO:0031089!GO:0051045!GO:0070373!GO:1903984
7080,4538,P43699,GO:0000122!GO:0000976!GO:0000977!GO:0001161!GO:0003677!GO:0003700!GO:0005515!GO:0005634!GO:0007420!GO:0008134!GO:0009725!GO:0010628!GO:0010719!GO:0019899!GO:0021759!GO:0030324!GO:0030336!GO:0030512!GO:0030878!GO:0030900!GO:0045893!GO:0045944!GO:0060441
7082,4539,Q07157,GO:0005515!GO:0005737!GO:0005829!GO:0005886!GO:0005912!GO:0005923!GO:0007043!GO:0008284!GO:0016323!GO:0030054!GO:0030335!GO:0031032!GO:0032991!GO:0034334!GO:0035329!GO:0043066!GO:0043296!GO:0045177!GO:0045216!GO:0051493!GO:0070160!GO:0071896!GO:0090557!GO:0150105!GO:1901888!GO:1902396!GO:1903672!GO:1905605!GO:2000049!GO:2000250!GO:2000810
7083,4540,P04183,GO:0004797!GO:0005515!GO:0005829!GO:0006139!GO:0008270!GO:0042802!GO:0043097!GO:0051289
7084,4541,O00142,GO:0004797!GO:0005759!GO:0006139!GO:0019206!GO:0043097
7086,4542,P29401,GO:0000287!GO:0004802!GO:0005509!GO:0005515!GO:0005654!GO:0005829!GO:0005999!GO:0006098!GO:0016604!GO:0016607!GO:0042803!GO:0046166
7087,4543,Q9UMF0,GO:0005515!GO:0005886!GO:0005887!GO:0030198!GO:0050776
7088,4544,Q04724,GO:0003714!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0007165!GO:0007275!GO:0008134!GO:0009887!GO:0010628!GO:0042802!GO:0043124!GO:0045892!GO:1904837!GO:1990907!GO:2000811
7089,4545,Q04725,GO:0003714!GO:0005515!GO:0005634!GO:0005654!GO:0005925!GO:0007165!GO:0009887!GO:0016604!GO:0045892!GO:0090090!GO:1904837
7090,4546,Q04726,GO:0005515!GO:0005634!GO:0005654!GO:0007165!GO:0009887!GO:1904837!GO:1990907
7091,4547,Q04727,GO:0005515!GO:0005654!GO:1904837!GO:1990907
7092,4548,O43897,GO:0001501!GO:0005576!GO:0022617
7094,4549,Q9Y490,GO:0002576!GO:0005178!GO:0005515!GO:0005576!GO:0005829!GO:0005912!GO:0005925!GO:0006936!GO:0007043!GO:0017166!GO:0030274!GO:0036498
7095,4550,Q99442,GO:0005783!GO:0005789!GO:0005829!GO:0006613!GO:0006620!GO:0016020!GO:0016021!GO:0031204!GO:0038023
7096,4551,Q15399,GO:0001775!GO:0002224!GO:0002755!GO:0005515!GO:0005794!GO:0005886!GO:0005887!GO:0006955!GO:0007165!GO:0032757!GO:0034137!GO:0035354!GO:0035663!GO:0038023!GO:0038123!GO:0042495!GO:0042802!GO:0045121!GO:0071727
7097,4552,O60603,GO:0001530!GO:0001540!GO:0001775!GO:0001875!GO:0002224!GO:0002374!GO:0002755!GO:0005515!GO:0005737!GO:0005794!GO:0005886!GO:0005887!GO:0006915!GO:0006955!GO:0007165!GO:0007252!GO:0009986!GO:0010628!GO:0030177!GO:0030667!GO:0031226!GO:0032613!GO:0032722!GO:0032755!GO:0032757!GO:0034123!GO:0035325!GO:0035354!GO:0038023!GO:0038123!GO:0038124!GO:0038187!GO:0042495!GO:0042496!GO:0042497!GO:0042802!GO:0042834!GO:0043312!GO:0044877!GO:0045087!GO:0045121!GO:0050729!GO:0050830!GO:0051092!GO:0071221!GO:0071223!GO:0071346!GO:0071726!GO:0071727!GO:1901224!GO:1903974!GO:1904466
7098,4553,O15455,GO:0000139!GO:0002224!GO:0002756!GO:0003725!GO:0005515!GO:0005737!GO:0005789!GO:0005887!GO:0007165!GO:0007249!GO:0007252!GO:0009986!GO:0010008!GO:0010628!GO:0032722!GO:0032727!GO:0032728!GO:0032729!GO:0032755!GO:0032757!GO:0034123!GO:0034128!GO:0034138!GO:0035666!GO:0036020!GO:0038023!GO:0042742!GO:0042802!GO:0043330!GO:0045087!GO:0050729!GO:0051607!GO:0070266!GO:0071260!GO:0097190!GO:0097191!GO:0097527!GO:1901224
7099,4554,O00206,GO:0001530!GO:0001540!GO:0001875!GO:0001891!GO:0002224!GO:0002755!GO:0002756!GO:0005102!GO:0005515!GO:0005737!GO:0005794!GO:0005886!GO:0005887!GO:0006909!GO:0006955!GO:0007249!GO:0007252!GO:0009897!GO:0009986!GO:0010008!GO:0010628!GO:0010838!GO:0031226!GO:0031663!GO:0032496!GO:0032497!GO:0032722!GO:0032731!GO:0032735!GO:0032755!GO:0032757!GO:0032760!GO:0034128!GO:0034142!GO:0035666!GO:0038023!GO:0042116!GO:0042742!GO:0042802!GO:0043235!GO:0045087!GO:0046696!GO:0046982!GO:0048471!GO:0050729!GO:0050829!GO:0051092!GO:0070266!GO:0071222!GO:0071260!GO:0071346!GO:0097190!GO:1900017!GO:1901224!GO:1903974!GO:1904466!GO:1904646!GO:2000343
7100,4555,O60602,GO:0002755!GO:0005149!GO:0005515!GO:0005886!GO:0032757!GO:0034123!GO:0034146!GO:0071260
7102,4556,P41732,GO:0005515!GO:0005887
7104,4557,P48230,GO:0005515
7105,4558,O43657,GO:0005515!GO:0039532!GO:1901223
7106,4559,O14817,GO:0003823!GO:0005178!GO:0005515!GO:0005886!GO:0031982!GO:0065003
7108,4560,O76062,GO:0005515!GO:0005783!GO:0005789!GO:0005887!GO:0006695!GO:0043231!GO:0043235!GO:0045540!GO:0050613
7110,4561,P82094,GO:0005515!GO:0005794!GO:0005829!GO:0030374!GO:0030521!GO:0045944!GO:0050681
7111,4562,P28289,GO:0003779!GO:0005829!GO:0005865!GO:0005884!GO:0008180!GO:0030016!GO:0030017!GO:0030049
7112,4563,P42166!P42167,GO:0000785!GO:0005515!GO:0005521!GO:0005634!GO:0005635!GO:0031965
7113,4564,O15393,GO:0005515!GO:0005886!GO:0005887!GO:0006508!GO:0008236!GO:0016540!GO:0046598
7114,4565,P62328,GO:0002576!GO:0003785!GO:0005515!GO:0005576!GO:0005634!GO:0005737!GO:0005829!GO:0007253!GO:0019899!GO:0031093!GO:0032088!GO:0032717!GO:0033209!GO:0042989!GO:0043536!GO:0050727!GO:1901222!GO:1901223!GO:1903026!GO:1905273!GO:2001028!GO:2001171
7122,4569,O00501,GO:0003151!GO:0005515!GO:0005886!GO:0005911!GO:0005923!GO:0007043!GO:0007179!GO:0007612!GO:0008284!GO:0010628!GO:0010629!GO:0016021!GO:0016327!GO:0016525!GO:0030054!GO:0030336!GO:0030864!GO:0032092!GO:0035633!GO:0043116!GO:0060021!GO:0060325!GO:0070160!GO:1903142!GO:1903348!GO:1990963!GO:2000810
7123,4570,P05452,GO:0001503!GO:0001652!GO:0002576!GO:0005509!GO:0005576!GO:0005615!GO:0005737!GO:0008201!GO:0030282!GO:0031089!GO:0036143!GO:0071310!GO:0071560
7124,4571,P01375,GO:0000122!GO:0000165!GO:0000185!GO:0000187!GO:0000976!GO:0001819!GO:0001934!GO:0002020!GO:0002439!GO:0002719!GO:0005125!GO:0005164!GO:0005515!GO:0005576!GO:0005615!GO:0005886!GO:0005887!GO:0006919!GO:0006954!GO:0007249!GO:0008625!GO:0009615!GO:0009651!GO:0009986!GO:0010573!GO:0010628!GO:0010629!GO:0010803!GO:0016020!GO:0019221!GO:0030730!GO:0030866!GO:0031327!GO:0031334!GO:0031663!GO:0032715!GO:0032722!GO:0032731!GO:0032755!GO:0032757!GO:0032991!GO:0033138!GO:0033209!GO:0034116!GO:0035509!GO:0042802!GO:0043065!GO:0043068!GO:0043122!GO:0043123!GO:0043154!GO:0043242!GO:0043243!GO:0043280!GO:0043406!GO:0043491!GO:0043507!GO:0043537!GO:0045071!GO:0045121!GO:0045429!GO:0045672!GO:0045732!GO:0045785!GO:0045860!GO:0045892!GO:0045893!GO:0045944!GO:0048566!GO:0048661!GO:0050715!GO:0050729!GO:0050766!GO:0050768!GO:0050796!GO:0050890!GO:0050901!GO:0050995!GO:0051000!GO:0051044!GO:0051091!GO:0051092!GO:0051222!GO:0051384!GO:0051966!GO:0060252!GO:0060557!GO:0060559!GO:0061044!GO:0061048!GO:0070886!GO:0071316!GO:0071407!GO:0071550!GO:0071803!GO:0072659!GO:0097191!GO:0097527!GO:0150078!GO:0150129!GO:1900017!GO:1901224!GO:1901647!GO:1901671!GO:1902895!GO:1903140!GO:1903347!GO:1903721!GO:1903799!GO:1904996!GO:1904999!GO:2000010!GO:2000304!GO:2000334!GO:2000343!GO:2000351!GO:2001234!GO:2001240
7125,4572,P02585,GO:0003009!GO:0003779!GO:0005515!GO:0005829!GO:0005861!GO:0006937!GO:0030049
7126,4573,Q13829,GO:0004842!GO:0005515!GO:0005737!GO:0005768!GO:0006915!GO:0006955!GO:0016477!GO:0016567!GO:0017049!GO:0031463!GO:0035024!GO:0042802!GO:0043149!GO:0043161
7128,4574,P21580,GO:0002020!GO:0002237!GO:0004842!GO:0004843!GO:0005515!GO:0005634!GO:0005829!GO:0010803!GO:0016579!GO:0031397!GO:0032088!GO:0032480!GO:0032691!GO:0032703!GO:0034140!GO:0035871!GO:0042802!GO:0043124!GO:0043130!GO:0043231!GO:0043621!GO:0045732!GO:0048662!GO:0061578!GO:0070423!GO:0070536!GO:0070936!GO:0071108!GO:0071222!GO:0072573!GO:1902042!GO:2000349!GO:2000352
7130,4575,P98066,GO:0005515!GO:0005540!GO:0005576!GO:0006954!GO:0007165!GO:0007267!GO:0043312!GO:0050728!GO:1904724!GO:1904813
7132,4576,P19438,GO:0000139!GO:0002947!GO:0005031!GO:0005515!GO:0005576!GO:0005615!GO:0005886!GO:0005887!GO:0007249!GO:0008625!GO:0010803!GO:0016020!GO:0019221!GO:0033209!GO:0042531!GO:0042802!GO:0043120!GO:0043123!GO:0043235!GO:0045121!GO:0045944!GO:0050728!GO:0071260!GO:0071550!GO:0072659!GO:1903140!GO:2000304
7133,4577,P20333,GO:0002947!GO:0005031!GO:0005515!GO:0005886!GO:0016020!GO:0019221!GO:0031625!GO:0033209!GO:0035579!GO:0043120!GO:0043312!GO:0045121!GO:0051044!GO:0071222
7134,4578,P63316,GO:0005509!GO:0005515!GO:0005829!GO:0005861!GO:0006937!GO:0030049!GO:0031013!GO:0031014!GO:0042803!GO:0048306!GO:0055010!GO:0060048!GO:1990584
7135,4579,P19237,GO:0005515!GO:0005829!GO:0030049
7136,4580,P48788,GO:0003009!GO:0003779!GO:0005515!GO:0005634!GO:0005829!GO:0005861!GO:0030049!GO:0031014!GO:0045893
7137,4581,P19429,GO:0003779!GO:0005515!GO:0005829!GO:0005861!GO:0010882!GO:0019855!GO:0019901!GO:0019904!GO:0030017!GO:0030049!GO:0030172!GO:0031014!GO:0032780!GO:0048306!GO:0051015!GO:0055010!GO:0060047!GO:0060048!GO:0097512!GO:1990584
7138,4582,P13805,GO:0003009!GO:0005515!GO:0005523!GO:0005829!GO:0005861!GO:0030049!GO:0045932
7139,4583,P45379,GO:0003779!GO:0005515!GO:0005523!GO:0005829!GO:0005861!GO:0005865!GO:0008016!GO:0016887!GO:0030017!GO:0030049!GO:0030172!GO:0031013!GO:0032780!GO:0032781!GO:0042802!GO:0051592!GO:0055010!GO:0060048!GO:0097512!GO:1990584
7140,4584,P45378,GO:0003009!GO:0003779!GO:0005523!GO:0005829!GO:0005861!GO:0006942!GO:0030049!GO:0030172!GO:0031013!GO:0043462!GO:0048306!GO:1903612
7141,4585,P09430,GO:0000012!GO:0000786!GO:0003677!GO:0005515!GO:0006337!GO:0006338!GO:0006342!GO:0007286!GO:0007289!GO:0007290!GO:0019953!GO:0030317!GO:0035042!GO:0045892
7142,4586,Q05952,GO:0005515
7143,4587,Q92752,GO:0005576!GO:0030198
7145,4588,Q9HBL0,GO:0005515!GO:0005925
7148,4589,P22105,GO:0005515!GO:0032963!GO:0048251!GO:0098633
7150,4590,P11387,GO:0000228!GO:0000932!GO:0000978!GO:0001650!GO:0003677!GO:0003682!GO:0003690!GO:0003697!GO:0003917!GO:0004674!GO:0005515!GO:0005524!GO:0005634!GO:0005654!GO:0005730!GO:0006265!GO:0006338!GO:0007623!GO:0018105!GO:0019904!GO:0032922!GO:0032993!GO:0042493!GO:0097100
7153,4591,P11388,GO:0000228!GO:0000287!GO:0003677!GO:0003682!GO:0003918!GO:0005080!GO:0005515!GO:0005634!GO:0005654!GO:0005730!GO:0005737!GO:0005814!GO:0006265!GO:0006266!GO:0006974!GO:0007059!GO:0008022!GO:0008094!GO:0008301!GO:0009330!GO:0019899!GO:0030263!GO:0032991!GO:0042803!GO:0042826!GO:0043065!GO:0043130!GO:0045870!GO:0046982!GO:1905463!GO:1990904
7155,4592,Q02880,GO:0000792!GO:0003682!GO:0003918!GO:0005080!GO:0005634!GO:0005654!GO:0005730!GO:0005829!GO:0006265!GO:0008022!GO:0019899!GO:0042826!GO:0045870!GO:0046982
7156,4593,Q13472,GO:0003677!GO:0003697!GO:0003917!GO:0005515!GO:0005634!GO:0005654!GO:0006260!GO:0006265!GO:0016605!GO:0032042!GO:0051304!GO:0051321!GO:1901796
7157,4594,P04637,GO:0000122!GO:0000733!GO:0000790!GO:0000976!GO:0000978!GO:0000981!GO:0000987!GO:0001046!GO:0001085!GO:0001094!GO:0001216!GO:0001228!GO:0002020!GO:0002039!GO:0002244!GO:0003677!GO:0003682!GO:0003700!GO:0003730!GO:0005507!GO:0005515!GO:0005524!GO:0005634!GO:0005654!GO:0005667!GO:0005669!GO:0005730!GO:0005737!GO:0005739!GO:0005813!GO:0005829!GO:0006289!GO:0006355!GO:0006914!GO:0006974!GO:0006977!GO:0006978!GO:0006983!GO:0007050!GO:0007265!GO:0007569!GO:0008104!GO:0008134!GO:0008270!GO:0008285!GO:0009299!GO:0010332!GO:0010628!GO:0016032!GO:0016363!GO:0016579!GO:0016604!GO:0016605!GO:0019221!GO:0019899!GO:0019901!GO:0019903!GO:0030308!GO:0030330!GO:0030971!GO:0031497!GO:0031571!GO:0031625!GO:0031965!GO:0032991!GO:0033209!GO:0034613!GO:0034644!GO:0035035!GO:0035690!GO:0036003!GO:0042149!GO:0042771!GO:0042802!GO:0042826!GO:0042981!GO:0043065!GO:0043066!GO:0043621!GO:0045892!GO:0045893!GO:0045899!GO:0045944!GO:0046677!GO:0046827!GO:0046982!GO:0047485!GO:0048147!GO:0048539!GO:0051087!GO:0051097!GO:0051721!GO:0051974!GO:0060218!GO:0065003!GO:0071158!GO:0071456!GO:0071479!GO:0071480!GO:0072331!GO:0072332!GO:0072717!GO:0090200!GO:0090399!GO:0090403!GO:0097193!GO:0097252!GO:0097718!GO:1900119!GO:1900740!GO:1901796!GO:1902749!GO:1902895!GO:1903800!GO:1905856!GO:1990248!GO:1990841!GO:2000379!GO:2001244
7158,4595,Q12888,GO:0000781!GO:0001102!GO:0002039!GO:0003712!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0006303!GO:0006974!GO:0016604!GO:0035064!GO:0035861!GO:0045830!GO:0045944!GO:0051091!GO:0051260!GO:0061649!GO:2000042
7159,4596,Q13625,GO:0002039!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005829!GO:0007165!GO:0030054!GO:0042802!GO:0042981!GO:0045786!GO:0048471!GO:0051059!GO:0072332!GO:1900119!GO:1900740!GO:1901796
7161,4597,O15350,GO:0000976!GO:0000978!GO:0000981!GO:0001228!GO:0002039!GO:0003700!GO:0005515!GO:0005634!GO:0005654!GO:0005794!GO:0005829!GO:0006298!GO:0006974!GO:0007346!GO:0008134!GO:0008285!GO:0008630!GO:0010468!GO:0019901!GO:0030054!GO:0042771!GO:0042802!GO:0042981!GO:0043231!GO:0045893!GO:0045944!GO:0060044!GO:0071158!GO:0097371!GO:1900740!GO:1901796!GO:1902036
7162,4598,Q13641,GO:0005887
7163,4599,P55327,GO:0005509!GO:0005515!GO:0005737!GO:0005783!GO:0009653!GO:0030183!GO:0042803!GO:0046903!GO:0048471
7164,4600,Q16890,GO:0000086!GO:0005515!GO:0005737!GO:0042802!GO:0042803!GO:0043406!GO:0046330!GO:0048471!GO:2001235
7165,4601,O43399,GO:0005515!GO:0005737!GO:0042127!GO:0042803!GO:0048471
7166,4602,P17752,GO:0005515!GO:0005829!GO:0046219
7167,4603,P60174,GO:0004807!GO:0005515!GO:0005829!GO:0006094!GO:0031625!GO:0042803!GO:0046166!GO:0061621
7168,4604,P09493,GO:0001725!GO:0003779!GO:0005200!GO:0005515!GO:0005829!GO:0005856!GO:0005862!GO:0006936!GO:0006937!GO:0007010!GO:0008016!GO:0008092!GO:0008307!GO:0008360!GO:0015629!GO:0030017!GO:0030049!GO:0032059!GO:0032587!GO:0034614!GO:0045214!GO:0055010!GO:0060048!GO:1904706!GO:1904753
7169,4605,P07951,GO:0003779!GO:0005515!GO:0005829!GO:0005862!GO:0006936!GO:0008307!GO:0030049!GO:0042802!GO:0043462
7170,4606,P06753,GO:0001725!GO:0005515!GO:0005829!GO:0005856!GO:0005862!GO:0006936!GO:0015629!GO:0030049
7171,4607,P67936,GO:0001725!GO:0005515!GO:0005829!GO:0005856!GO:0005862!GO:0006936!GO:0008307!GO:0030049
7173,4608,P07202,GO:0004601!GO:0005886!GO:0005887!GO:0006590!GO:0035162
7174,4609,P29144,GO:0000209!GO:0004175!GO:0005515!GO:0005654!GO:0005737!GO:0005829!GO:0006508!GO:0008240!GO:0016604!GO:0042802
7175,4610,P12270,GO:0000122!GO:0000776!GO:0003682!GO:0003729!GO:0005515!GO:0005634!GO:0005635!GO:0005643!GO:0005654!GO:0005737!GO:0005868!GO:0006110!GO:0006404!GO:0006405!GO:0006406!GO:0006409!GO:0006606!GO:0006611!GO:0006999!GO:0007094!GO:0010793!GO:0010965!GO:0015631!GO:0016032!GO:0016925!GO:0017056!GO:0019083!GO:0019898!GO:0031072!GO:0031453!GO:0031647!GO:0031965!GO:0031990!GO:0032880!GO:0034399!GO:0034605!GO:0042306!GO:0042307!GO:0042405!GO:0042803!GO:0043495!GO:0043578!GO:0044615!GO:0045947!GO:0046825!GO:0046832!GO:0051019!GO:0051292!GO:0060964!GO:0070840!GO:0070849!GO:0072686!GO:0075733!GO:0090267!GO:0090316!GO:1900034!GO:1901673
7177,4611,Q15661,GO:0005515!GO:0005576!GO:0006952!GO:0008236!GO:0022617!GO:0042802
7178,4612,P13693,GO:0000922!GO:0005509!GO:0005515!GO:0005615!GO:0005634!GO:0005737!GO:0005771!GO:0005829!GO:0005881!GO:0006816!GO:0006874!GO:0009615!GO:0043066!GO:1902230
7180,4613,P16562,GO:0005615
7181,4614,P13056,GO:0000122!GO:0003677!GO:0003707!GO:0005515!GO:0005654!GO:0006367!GO:0038023!GO:1990837
7182,4615,P49116,GO:0000122!GO:0000977!GO:0000978!GO:0001228!GO:0003700!GO:0005515!GO:0005654!GO:0006355!GO:0006367!GO:0007399!GO:0043565!GO:0045944!GO:1990837
7184,4616,P14625,GO:0001666!GO:0002224!GO:0003723!GO:0005509!GO:0005515!GO:0005576!GO:0005783!GO:0005788!GO:0005789!GO:0005829!GO:0006898!GO:0019221!GO:0019903!GO:0030433!GO:0030496!GO:0030970!GO:0031247!GO:0032991!GO:0034975!GO:0034976!GO:0036500!GO:0043066!GO:0043666!GO:0043687!GO:0044267!GO:0048471!GO:0050750!GO:0071318!GO:0071682
